index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024,Smogon_VGC_Usage_2014,Smogon_VGC_Usage_2015,Smogon_VGC_Usage_2016,Smogon_VGC_Usage_2017,Smogon_VGC_Usage_2018,Smogon_VGC_Usage_2019,Smogon_VGC_Usage_2020,Smogon_VGC_Usage_2021,Worlds_VGC_Usage_2024_Numeric
313,volbeat,bug,No_type,illuminate,swarm,prankster,65,73,75,47,85,85,430,False,False,generation-iii,NoUsage,0.10653,0.03474,NoUsage,NoUsage,0.09,0.01417,0.00407,3e-05,NoUsage,0.0,0.00085,NoUsage,NoUsage,0.09
314,illumise,bug,No_type,oblivious,tinted-lens,prankster,65,47,75,73,85,85,430,False,False,generation-iii,NoUsage,0.41323,0.01111,NoUsage,0.26,0.07,0.00756,0.01066,0.0,NoUsage,0.28017,6e-05,NoUsage,NoUsage,0.07
315,roselia,grass,poison,natural-cure,poison-point,leaf-guard,50,60,45,100,80,65,400,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,2e-05,0.0,0.0,NoUsage,NoUsage,0.00013,0.00034,0.00133,
316,gulpin,poison,No_type,liquid-ooze,sticky-hold,gluttony,70,43,53,43,53,40,302,False,False,generation-iii,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
317,swalot,poison,No_type,liquid-ooze,sticky-hold,gluttony,100,73,83,73,83,55,467,False,False,generation-iii,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.00368,0.00497,0.0,NoUsage,0.0,0.0,NoUsage,NoUsage,
318,carvanha,water,dark,rough-skin,No_ability,speed-boost,45,90,20,65,20,65,305,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
319,sharpedo,water,dark,rough-skin,No_ability,speed-boost,70,120,40,95,40,95,460,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00452,0.0092,0.0,0.00908,0.00487,0.00164,NoUsage,1e-05,
319,sharpedo-mega,water,dark,strong-jaw,No_ability,None ,70,140,70,110,65,105,560,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.04994,0.0001,NoUsage,0.00031,0.01253,NoUsage,NoUsage,
320,wailmer,water,No_type,water-veil,oblivious,pressure,130,70,35,70,35,60,400,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,3e-05,0.0,
321,wailord,water,No_type,water-veil,oblivious,pressure,170,90,45,90,45,60,500,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1e-05,0.00523,0.0,0.0,0.00741,0.0,0.00897,0.00664,
322,numel,fire,ground,oblivious,simple,own-tempo,60,60,40,65,45,35,305,False,False,generation-iii,NoUsage,0.0,1e-05,NoUsage,NoUsage,NoUsage,NoUsage,0.00438,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,
323,camerupt,fire,ground,magma-armor,solid-rock,anger-point,70,100,70,105,75,40,460,False,False,generation-iii,NoUsage,0.01802,0.00746,NoUsage,0.04,NoUsage,NoUsage,0.00113,0.0,NoUsage,0.0,0.0,NoUsage,NoUsage,
323,camerupt-mega,fire,ground,sheer-force,No_ability,None ,70,120,100,145,105,20,560,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.02308,0.00185,NoUsage,0.51387,0.0623,NoUsage,NoUsage,
324,torkoal,fire,No_type,white-smoke,drought,shell-armor,70,85,140,85,70,20,470,False,False,generation-iii,3.17307,14.95923,5.22535,2.11,5.24,7.84,0.17419,0.01955,0.00016,1.76667,0.56309,0.13443,9.54628,14.19776,7.84
325,spoink,psychic,No_type,thick-fat,own-tempo,gluttony,60,25,35,70,80,60,330,False,False,generation-iii,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
326,grumpig,psychic,No_type,thick-fat,own-tempo,gluttony,80,45,65,90,110,80,470,False,False,generation-iii,NoUsage,0.0006,0.00121,NoUsage,NoUsage,NoUsage,0.0,0.00025,0.0,NoUsage,0.0,0.0,NoUsage,NoUsage,
327,spinda,normal,No_type,own-tempo,tangled-feet,contrary,60,60,60,60,60,60,360,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00842,0.00676,0.0,NoUsage,0.00161,0.00173,NoUsage,NoUsage,
328,trapinch,ground,No_type,hyper-cutter,arena-trap,sheer-force,45,100,45,45,45,10,290,False,False,generation-iii,0.0,NoUsage,0.00218,0.1,NoUsage,0.04,NoUsage,1e-05,NoUsage,0.0,0.00624,0.0,0.01495,0.00692,0.04
329,vibrava,ground,dragon,levitate,No_ability,None ,50,70,50,50,50,70,340,False,False,generation-iii,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
330,flygon,ground,dragon,levitate,No_ability,None ,80,100,80,80,80,100,520,False,False,generation-iii,0.0,NoUsage,0.00894,NoUsage,NoUsage,NoUsage,0.06274,0.0314,0.00025,0.0035,0.00646,0.0001,0.84731,0.00684,
331,cacnea,grass,No_type,sand-veil,No_ability,water-absorb,50,85,40,85,40,35,335,False,False,generation-iii,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
332,cacturne,grass,dark,sand-veil,No_ability,water-absorb,70,115,60,115,60,55,475,False,False,generation-iii,NoUsage,0.00493,0.00021,NoUsage,NoUsage,NoUsage,NoUsage,0.00243,0.00251,NoUsage,0.0002,0.0,NoUsage,NoUsage,
333,swablu,normal,flying,natural-cure,No_ability,cloud-nine,45,40,60,40,75,50,310,False,False,generation-iii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
334,altaria,dragon,flying,natural-cure,No_ability,cloud-nine,75,70,90,70,105,80,490,False,False,generation-iii,0.00028,0.0406,0.00669,NoUsage,NoUsage,NoUsage,0.07196,0.00782,0.0,NoUsage,0.00999,8e-05,NoUsage,0.00671,
334,altaria-mega,dragon,fairy,pixilate,No_ability,None ,75,110,110,110,105,80,590,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.42046,0.20584,NoUsage,0.03625,0.01253,NoUsage,NoUsage,
335,zangoose,normal,No_type,immunity,No_ability,toxic-boost,73,115,60,60,60,90,458,False,False,generation-iii,NoUsage,0.00043,2e-05,NoUsage,NoUsage,NoUsage,0.03495,0.00621,0.0,NoUsage,0.0003,0.0,NoUsage,NoUsage,
336,seviper,poison,No_type,shed-skin,No_ability,infiltrator,73,100,60,100,60,65,458,False,False,generation-iii,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.00264,8e-05,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,
337,lunatone,rock,psychic,levitate,No_ability,None ,90,55,65,95,85,70,460,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,0.0,0.00524,0.00087,0.25598,
338,solrock,rock,psychic,levitate,No_ability,None ,90,95,85,55,65,70,460,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00275,0.0,NoUsage,0.0,0.0,0.00313,0.00029,
339,barboach,water,ground,oblivious,anticipation,hydration,50,48,43,46,41,60,288,False,False,generation-iii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.00652,NoUsage,NoUsage,NoUsage,NoUsage,
340,whiscash,water,ground,oblivious,anticipation,hydration,110,78,73,76,71,60,468,False,False,generation-iii,0.0,0.0,6e-05,NoUsage,NoUsage,NoUsage,0.07064,0.00451,0.00043,2e-05,2e-05,0.00057,0.00095,0.0,
341,corphish,water,No_type,hyper-cutter,shell-armor,adaptability,43,80,65,50,35,35,308,False,False,generation-iii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.00446,0.0,
342,crawdaunt,water,dark,hyper-cutter,shell-armor,adaptability,63,120,85,90,55,55,468,False,False,generation-iii,0.00593,0.06258,0.01103,NoUsage,NoUsage,NoUsage,0.03352,0.35769,0.07059,NoUsage,0.01048,0.00035,0.13888,0.02188,
343,baltoy,ground,psychic,levitate,No_ability,None ,40,40,55,40,70,55,300,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,0.0,3e-05,0.0,
344,claydol,ground,psychic,levitate,No_ability,None ,60,70,105,70,120,75,500,False,False,generation-iii,5e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00183,0.00018,NoUsage,0.00264,0.0,0.35277,7e-05,
345,lileep,rock,grass,suction-cups,No_ability,storm-drain,66,41,77,61,87,23,355,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00085,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,
346,cradily,rock,grass,suction-cups,No_ability,storm-drain,86,81,97,81,107,43,495,False,False,generation-iii,0.02295,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,0.39325,0.71456,NoUsage,0.27322,0.00176,NoUsage,0.2539,
347,anorith,rock,bug,battle-armor,No_ability,swift-swim,45,95,50,40,50,75,355,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00148,
348,armaldo,rock,bug,battle-armor,No_ability,swift-swim,75,125,100,70,80,45,495,False,False,generation-iii,0.0008,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.03623,0.0,NoUsage,0.0,4e-05,NoUsage,0.0018,
349,feebas,water,No_type,swift-swim,oblivious,adaptability,20,15,20,10,55,80,200,False,False,generation-iii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,0.0,0.00029,0.0,
350,milotic,water,No_type,marvel-scale,competitive,cute-charm,95,60,79,100,125,81,540,False,False,generation-iii,0.41164,4.16544,0.55265,0.14,2.54,0.38,NoUsage,10.04891,0.15842,0.89529,3.87262,0.19021,2.84266,0.91281,0.38
351,castform,normal,No_type,forecast,No_ability,None ,70,70,70,70,70,70,420,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00106,0.0,1e-05,0.00089,0.0,NoUsage,NoUsage,
351,castform-sunny,fire,No_type,forecast,No_ability,None ,70,70,70,70,70,70,420,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
351,castform-rainy,water,No_type,forecast,No_ability,None ,70,70,70,70,70,70,420,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
351,castform-snowy,ice,No_type,forecast,No_ability,None ,70,70,70,70,70,70,420,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
352,kecleon,normal,No_type,color-change,No_ability,protean,60,90,70,60,120,40,440,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0845,0.00995,0.02127,NoUsage,0.02868,3e-05,NoUsage,NoUsage,
353,shuppet,ghost,No_type,insomnia,frisk,cursed-body,44,75,35,63,33,45,295,False,False,generation-iii,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
354,banette,ghost,No_type,insomnia,frisk,cursed-body,64,115,65,83,63,65,455,False,False,generation-iii,NoUsage,0.00069,7e-05,NoUsage,NoUsage,NoUsage,0.13867,0.00105,0.0,NoUsage,0.0001,0.0,NoUsage,NoUsage,
354,banette-mega,ghost,No_type,prankster,No_ability,None ,64,165,75,93,83,75,555,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.24247,5e-05,NoUsage,0.00765,0.00497,NoUsage,NoUsage,
355,duskull,ghost,No_type,levitate,No_ability,frisk,20,40,90,30,90,25,295,False,False,generation-iii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,0.00113,2e-05,
356,dusclops,ghost,No_type,pressure,No_ability,frisk,40,70,130,60,130,25,455,False,False,generation-iii,3.16546,1.47095,0.52334,0.35,3.68,0.38,NoUsage,0.71431,0.4508,NoUsage,0.05371,0.00489,8.43976,3.15552,0.38
357,tropius,grass,flying,chlorophyll,solar-power,harvest,99,68,83,72,87,51,460,False,False,generation-iii,NoUsage,0.05184,0.00319,NoUsage,NoUsage,NoUsage,NoUsage,0.00036,1e-05,NoUsage,0.01155,0.00061,NoUsage,NoUsage,
358,chimecho,psychic,No_type,levitate,No_ability,None ,75,50,80,95,90,65,455,False,False,generation-iii,NoUsage,0.00405,1e-05,NoUsage,NoUsage,NoUsage,0.00368,0.00195,NoUsage,NoUsage,0.0,1e-05,NoUsage,NoUsage,
359,absol,dark,No_type,pressure,super-luck,justified,65,130,60,75,60,75,465,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.01115,0.02138,0.00229,0.0,0.00374,0.0,NoUsage,0.02383,
359,absol-mega,dark,No_type,magic-bounce,No_ability,None ,65,150,60,115,60,115,565,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.07014,0.00537,NoUsage,0.0841,1e-05,NoUsage,NoUsage,
360,wynaut,psychic,No_type,shadow-tag,No_ability,telepathy,95,23,48,23,48,23,260,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,
361,snorunt,ice,No_type,inner-focus,ice-body,moody,50,50,50,50,50,50,300,False,False,generation-iii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
362,glalie,ice,No_type,inner-focus,ice-body,moody,80,80,80,80,80,80,480,False,False,generation-iii,0.0,0.0183,0.00014,NoUsage,NoUsage,NoUsage,NoUsage,0.00125,0.0,0.0,0.00983,0.00023,0.06219,0.00888,
362,glalie-mega,ice,No_type,refrigerate,No_ability,None ,80,120,80,120,80,100,580,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.11498,0.00097,NoUsage,7e-05,4e-05,NoUsage,NoUsage,
363,spheal,ice,water,thick-fat,ice-body,oblivious,70,40,50,55,50,25,290,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,
364,sealeo,ice,water,thick-fat,ice-body,oblivious,90,60,70,75,70,45,410,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0003,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,
365,walrein,ice,water,thick-fat,ice-body,oblivious,110,80,90,95,90,65,530,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.01079,0.02362,NoUsage,0.00513,0.0007,NoUsage,0.0012,
366,clamperl,water,No_type,shell-armor,No_ability,rattled,35,64,85,74,55,32,345,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.08379,NoUsage,NoUsage,1e-05,0.0,NoUsage,NoUsage,
367,huntail,water,No_type,swift-swim,No_ability,water-veil,55,104,105,94,75,52,485,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00131,0.0,NoUsage,0.00033,0.0,NoUsage,NoUsage,
368,gorebyss,water,No_type,swift-swim,No_ability,hydration,55,84,105,114,75,52,485,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00132,0.0,NoUsage,2e-05,0.0,NoUsage,NoUsage,
369,relicanth,water,rock,swift-swim,rock-head,sturdy,100,90,130,45,65,55,485,False,False,generation-iii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00048,0.00258,3e-05,1e-05,0.0,0.0,NoUsage,0.0,
370,luvdisc,water,No_type,swift-swim,No_ability,hydration,43,30,55,40,65,97,330,False,False,generation-iii,NoUsage,0.0,1e-05,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,0.0,NoUsage,NoUsage,
371,bagon,dragon,No_type,rock-head,No_ability,sheer-force,45,75,60,40,30,50,300,False,False,generation-iii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
372,shelgon,dragon,No_type,rock-head,No_ability,overcoat,65,95,100,60,50,50,420,False,False,generation-iii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,1e-05,0.0,0.0017,NoUsage,NoUsage,NoUsage,0.0,
373,salamence,dragon,flying,intimidate,No_ability,moxie,95,135,80,110,80,100,600,False,False,generation-iii,0.11024,0.91174,0.32471,0.14,1.06,1.82,26.1072,0.2942,0.05788,3.82951,0.01233,0.00352,NoUsage,0.43646,1.82
373,salamence-mega,dragon,flying,aerilate,No_ability,None ,95,145,130,120,90,120,700,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,14.64389,66.88461,NoUsage,9.74043,28.25955,NoUsage,NoUsage,
374,beldum,steel,psychic,clear-body,No_ability,light-metal,40,55,80,35,60,30,300,False,False,generation-iii,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,2e-05,
375,metang,steel,psychic,clear-body,No_ability,light-metal,60,75,100,55,80,50,420,False,False,generation-iii,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,
376,metagross,steel,psychic,clear-body,No_ability,light-metal,80,135,130,95,90,70,600,False,False,generation-iii,1.30383,NoUsage,3.47905,0.17,NoUsage,0.04,NoUsage,1.32277,0.01177,8.19751,0.09939,0.19219,NoUsage,2.8346,0.04
376,metagross-mega,steel,psychic,tough-claws,No_ability,None ,80,145,150,105,110,110,700,False,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,2.25693,0.03428,NoUsage,45.3999,10.43444,NoUsage,NoUsage,
377,regirock,rock,No_type,clear-body,No_ability,sturdy,80,100,200,50,100,50,580,True,False,generation-iii,0.00564,NoUsage,0.02914,NoUsage,NoUsage,NoUsage,NoUsage,0.05305,0.00038,NoUsage,0.0,0.0,NoUsage,0.18179,
378,regice,ice,No_type,clear-body,No_ability,ice-body,80,50,100,100,200,50,580,True,False,generation-iii,0.0,NoUsage,0.14491,NoUsage,NoUsage,NoUsage,NoUsage,0.03803,0.00038,NoUsage,0.0078,2e-05,NoUsage,0.0057,
379,registeel,steel,No_type,clear-body,No_ability,light-metal,80,75,150,75,150,50,580,True,False,generation-iii,0.18498,NoUsage,0.92964,0.08,NoUsage,NoUsage,NoUsage,0.00413,0.00368,NoUsage,0.00085,0.0,NoUsage,0.2696,
380,latias,dragon,psychic,levitate,No_ability,None ,80,80,90,110,130,110,600,True,False,generation-iii,0.0604,NoUsage,2.41745,NoUsage,NoUsage,NoUsage,NoUsage,0.20108,0.09544,NoUsage,1.27051,3e-05,NoUsage,0.19051,
380,latias-mega,dragon,psychic,levitate,No_ability,None ,80,100,120,140,150,110,700,True,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.23049,0.00038,NoUsage,0.20145,0.01393,NoUsage,NoUsage,
381,latios,dragon,psychic,levitate,No_ability,None ,80,90,80,130,110,110,600,True,False,generation-iii,0.07504,NoUsage,0.54428,NoUsage,NoUsage,NoUsage,NoUsage,1.80335,0.0763,NoUsage,0.39562,0.00259,NoUsage,0.06274,
381,latios-mega,dragon,psychic,levitate,No_ability,None ,80,130,100,160,120,110,700,True,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.03949,0.0004,NoUsage,1.38209,0.0004,NoUsage,NoUsage,
382,kyogre,water,No_type,drizzle,No_ability,None ,100,100,90,150,140,90,670,True,False,generation-iii,49.39676,NoUsage,9.08174,36.87,NoUsage,NoUsage,NoUsage,NoUsage,0.02156,NoUsage,NoUsage,0.30148,NoUsage,15.03351,
382,kyogre-primal,water,No_type,primordial-sea,No_ability,None ,100,150,90,180,160,90,770,True,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,16.84702,NoUsage,NoUsage,23.29923,NoUsage,NoUsage,
383,groudon,ground,No_type,drought,No_ability,None ,100,150,140,100,90,90,670,True,False,generation-iii,15.20876,NoUsage,8.31136,26.67,NoUsage,NoUsage,NoUsage,NoUsage,0.04244,NoUsage,NoUsage,0.01916,NoUsage,6.38302,
383,groudon-primal,ground,fire,desolate-land,No_ability,None ,100,180,160,150,90,90,770,True,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,73.64232,NoUsage,NoUsage,57.42771,NoUsage,NoUsage,
384,rayquaza,dragon,flying,air-lock,No_ability,None ,105,150,90,150,90,95,680,True,False,generation-iii,2.20909,NoUsage,1.54044,0.89,NoUsage,NoUsage,NoUsage,NoUsage,0.00226,NoUsage,NoUsage,7e-05,NoUsage,0.13171,
384,rayquaza-mega,dragon,flying,delta-stream,No_ability,None ,105,180,100,180,100,115,780,True,False,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,16.42501,NoUsage,NoUsage,25.04297,NoUsage,NoUsage,
385,jirachi,steel,psychic,serene-grace,No_ability,None ,100,100,100,100,100,100,600,False,True,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
386,deoxys-normal,psychic,No_type,pressure,No_ability,None ,50,150,50,150,50,150,600,False,True,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
386,deoxys-attack,psychic,No_type,pressure,No_ability,None ,50,180,20,180,20,150,600,False,True,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
386,deoxys-defense,psychic,No_type,pressure,No_ability,None ,50,70,160,70,160,90,600,False,True,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
386,deoxys-speed,psychic,No_type,pressure,No_ability,None ,50,95,90,95,90,180,600,False,True,generation-iii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
387,turtwig,grass,No_type,overgrow,No_ability,shell-armor,55,68,64,45,55,31,318,False,False,generation-iv,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,
388,grotle,grass,No_type,overgrow,No_ability,shell-armor,75,89,85,55,65,36,405,False,False,generation-iv,NoUsage,0.00139,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.00069,0.0,NoUsage,NoUsage,0.0,NoUsage,NoUsage,
389,torterra,grass,ground,overgrow,No_ability,shell-armor,95,109,105,75,85,56,525,False,False,generation-iv,NoUsage,0.28781,0.02606,NoUsage,0.3,NoUsage,NoUsage,0.0162,0.00068,NoUsage,0.00252,0.0001,NoUsage,NoUsage,
390,chimchar,fire,No_type,blaze,No_ability,iron-fist,44,58,44,58,44,61,309,False,False,generation-iv,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
391,monferno,fire,fighting,blaze,No_ability,iron-fist,64,78,52,78,52,81,405,False,False,generation-iv,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.01151,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,
392,infernape,fire,fighting,blaze,No_ability,iron-fist,76,104,71,104,71,108,534,False,False,generation-iv,NoUsage,0.16735,0.01982,NoUsage,NoUsage,NoUsage,NoUsage,0.70711,0.39552,NoUsage,0.06953,0.00044,NoUsage,NoUsage,
393,piplup,water,No_type,torrent,No_ability,competitive,53,51,53,61,56,40,314,False,False,generation-iv,NoUsage,5e-05,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.00013,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,
394,prinplup,water,No_type,torrent,No_ability,competitive,64,66,68,81,76,50,405,False,False,generation-iv,NoUsage,1e-05,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
395,empoleon,water,steel,torrent,No_ability,competitive,84,86,88,111,101,60,530,False,False,generation-iv,NoUsage,2.74108,0.21891,NoUsage,0.39,NoUsage,NoUsage,0.14051,0.0,NoUsage,0.06299,0.03389,NoUsage,NoUsage,
396,starly,normal,flying,keen-eye,No_ability,reckless,40,55,30,30,30,60,245,False,False,generation-iv,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,
397,staravia,normal,flying,intimidate,No_ability,reckless,55,75,50,40,40,80,340,False,False,generation-iv,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,
398,staraptor,normal,flying,intimidate,No_ability,reckless,85,120,70,50,60,100,485,False,False,generation-iv,NoUsage,0.08793,0.06327,NoUsage,0.22,0.04,3.82462,1.07203,0.09593,NoUsage,0.05416,0.00308,NoUsage,NoUsage,0.04
